|artist|date|genre|style_name|title
20805|Arkhip Kuindzhi|1876|cityscape|Impressionism|Roofs. Winter
20806|Kuzma Petrov-Vodkin|1916|still life|Symbolism|Violin 
20807|Odilon Redon|1900|portrait|Symbolism|The Doge's Wife
20808|Isaac Levitan|1895|landscape|Realism|Forest lake
20809|Valentin Serov|1909.0|sketch and study|Realism|Portrait of Ballet Dancer T. Karsavina
20810|Konstantin Makovsky|1875|portrait|Romanticism|Cossack
20811|Egon Schiele|1918|portrait|Expressionism|Young Boy
20812|Camille Corot|1831|portrait|Romanticism|Marie Louise Sennegon
20813|Salvador Dali|1979|mythological painting|Expressionism|Three Graces of Canova (unfinished)
20814|Frantisek Kupka|1904|religious painting|Expressionism|The Song of Songs
20815|Martiros Saryan|1957|still life|Realism|Yerevan flowers
20816|Felix Vallotton |1920|still life|Realism|Still Life with Roses
20817|Joseph Wright|1782|portrait|Romanticism|Benjamin Franklin
20818|Raphael Kirchner|1917.0|illustration|Art Nouveau (Modern)|Hearst's Sunday American
20819|Pierre Bonnard|1905|landscape|Post-Impressionism|Going Rowing
20820|Ernst Ludwig Kirchner|1920|landscape|Expressionism|Trains Gorge near Monstein
20821|Camille Corot|1870|landscape|Realism|Meadow with Two Large Trees
20822|Theophile Steinlen|1911.0|genre painting|Art Nouveau (Modern)|Gamines Sortant de L'Ecole 
20823|Rembrandt|1655|portrait|Baroque|A Man in Armour
20824|Raphael Kirchner|1901.0|design|Art Nouveau (Modern)|Girls between brown-green borders
20825|Mary Cassatt|1901|genre painting|Impressionism|Mother combing Sara's hair
20826|Ivan Shishkin|1889.0|landscape|Realism|Pine forest 
20827|Camille Corot|1865|landscape|Realism|Morning, Woman Hearding Cows
20828|Ivan Shishkin|1885.0|landscape|Realism|From the banks of the Kama River near Yelabuga
20829|Valentin Serov|1910.0|portrait|Art Nouveau (Modern)|Portrait of Ida Lvovna Rubinstein 
20830|Isaac Levitan|1890|sketch and study|Realism|High riverbank with boat and planned bridge
20831|Rembrandt|1628|portrait|Baroque|Bust of an Old Woman, Rembrandt`s Mother
20832|Ivan Kramskoy|1867|portrait|Realism|Portrait of Princess Catherine Alekseevny Vasilchikova 
20833|Maurice de Vlaminck|1912|landscape|Post-Impressionism|Near the Estuary of the Seine
20834|Egon Schiele|1911|genre painting|Expressionism|Semi Nude with Colored skirt and Raised Arms
20835|Maurice Prendergast|1895|genre painting|Impressionism|Children at Play
20836|Gustave Moreau|1855|genre painting|Romanticism|Alice
20837|Camille Corot|1824|landscape|Romanticism|Fontainebleau
20838|Camille Corot|1842|landscape|Realism|The Church at Lormes
20839|Paula Modersohn-Becker|1902|genre painting|Expressionism|Elizabeth with Hens under an Apple Tree
20840|Vasily Perov|1865|sketch and study|Realism|Repast 
20841|George Stefanescu-Ramnic |1993|religious painting|Expressionism|Biblical Scene
20842|Lucian Freud|1961|portrait|Expressionism|Head on a Green Sofa
20843|John Henry Twachtman|1880|cityscape|Impressionism|Coney Island From Brighton Pier
20844|Gustave Caillebotte|1875|sketch and study|Impressionism|The Floor Scrapers (study)
20845|Arkhip Kuindzhi|1905|landscape|Impressionism|Crimea
20846|Aleksey Savrasov|1893|landscape|Realism|View the village Pokrovskoye feely
20847|Valentin Serov|1911.0|illustration|Realism|The Lion and the Wolf
20848|Arkhip Kuindzhi|1878|landscape|Realism|Pine
20849|Felix Vallotton |1891|portrait|Art Nouveau (Modern)|Portrait of Matilde Serao
20850|Salvador Dali|1948|nude painting (nu)|Expressionism|Untitled (Male Nude in a Landscape)
20851|Salvador Dali|1970|nude painting (nu)|Symbolism|Les Dlemoilselles D'Avignon (The Girls of Avignon)
20852|Sir Lawrence Alma-Tadema|1882|genre painting|Romanticism|Between Venus and Bacchus
20853|Berthe Morisot|1893|portrait|Impressionism|Girl with Greyhound
20854|Robert Spencer|1915.0|portrait|Impressionism|The Blue Gown 
20855|Rudolf von Alt|1860|cityscape|Romanticism|Jewish temple in the city Leopold
20856|Charles M. Russell|1903.0|genre painting|Romanticism|Sun River War Party 
20857|Camille Corot|1823|landscape|Realism|Shipyard in Honfleur
20858|Martiros Saryan|1923|portrait|Expressionism|Portrait of actress Anna Humashyan
20859|Maxime Maufra|1892|landscape|Post-Impressionism|Pont-Aven, Red Sky
20860|Gustave Courbet|1874|landscape|Realism|View of the Parc de Crete over Clarens
20861|Dorothy Lathrop|1934.0|illustration|Art Nouveau (Modern)|illus. for her own The Lost Merry-go-round
20862|Charles M. Russell|1885.0|genre painting|Romanticism|Breaking Camp 
20863|Francisco Goya|1787|genre painting|Romanticism|Autumn, or The Grape Harvest
20864|Fyodor Vasilyev|1869.0|landscape|Realism|Logs by the Road
20865|Konstantin Korovin|1905|cityscape|Impressionism|Cafe in Yalta
20866|Ilya Repin|1882.0|sketch and study|Realism|Ada girl
20867|Isaac Levitan|1893|sketch and study|Realism|Barges
20868|Konstantin Bogaevsky|1935|landscape|Symbolism|The old bathhouses in Karasubazar
20869|Valentin Serov|1898.0|illustration|Realism|The Wolf and the Shepherds
20870|Maurice Denis|1899|religious painting|Post-Impressionism|Bathsheeba, Blue Background
20871|Maurice Prendergast|1910|genre painting|Post-Impressionism|Seaside Picnic
20872|Anthony van Dyck|1618|portrait|Baroque|Head of a Robber
20873|Francisco Goya|1788|religious painting|Romanticism|The Arrest of Christ
20874|Pierre Bonnard|1917|portrait|Post-Impressionism|The Solfege
20875|Charles M. Russell|1903.0|genre painting|Romanticism|Indian War Party 
20876|Edvard Munch|1906.0|genre painting|Expressionism|The Village Street
20877|Grant Wood|1920.0|cityscape|Impressionism|City-gate of Paris
20878|Grant Wood|1923.0|landscape|Post-Impressionism|The Tree 
20879|Julius LeBlanc Stewart|1889|genre painting|Realism|The Hunt Supper
20880|James McNeill Whistler|1855|genre painting|Realism|The Cobbler
20881|Eugene Boudin|1893|landscape|Impressionism|Quillebeuf surroundings, Tray of Mailleraye
20882|James Ward |1818.0|landscape|Romanticism|Reculver Church, Isle of Thanet, Kent 
20883|Amedeo Modigliani|1918|portrait|Expressionism|Head of a Girl
20884|Piet Mondrian|1906.0|landscape|Impressionism|Stammer Mill with Streaked Sky
20885|Eugene Boudin|1875|landscape|Impressionism|The Trouville Heights
20886|Ilya Repin|1896.0|religious painting|Realism|Madonna with Child
20887|Aleksey Savrasov|1893|landscape|Realism|Spassky backwater on the Volga
20888|Lev Lagorio|1889|landscape|Romanticism|Caucasian view
20889|Isaac Levitan|1888|landscape|Impressionism|Gray day
20890|Kuzma Petrov-Vodkin|1923|design|Symbolism|Costume Design by Marina Mnishek to the tragedy of Pushkin's Boris Godunov 
20891|Vasily Polenov|1890|landscape|Realism|Autumn in Abramtsevo
20892|Konstantin Makovsky|1881|landscape|Realism|In the Park
20893|Ivan Shishkin|1892.0|landscape|Realism|Landscape with stump
20894|Arkhip Kuindzhi|1873|sketch and study|Realism|Forgotten Village
20895|Isaac Levitan|1885|landscape|Realism|Small village
20896|Lucian Freud|1961|portrait|Expressionism|Figure with Bare Arms
20897|Ilya Mashkov|1914|cityscape|Post-Impressionism|Urban winter landscape
20898|Berthe Morisot|1867|landscape|Impressionism|Rosbras, Brittany
20899|Pierre Bonnard|1910|portrait|Post-Impressionism|Madame Claude Anet
20900|Camille Corot|1857|cityscape|Realism|Dunkirk, the Fishing Docks
20901|Vasily Surikov|1891|sketch and study|Realism|Cossack's head
20902|Caravaggio|1610|religious painting|Baroque|Saint Francis in Prayer
20903|Caravaggio|1598|portrait|Baroque|Portrait of Maffeo Barberini
20904|Ivan Kramskoy|1866|portrait|Realism|Portrait of the Artist Nikolay Andreyevich Koshelev 
20905|Maurice Prendergast|1916|genre painting|Post-Impressionism|Road to the Shore
20906|Henri Martin|1891|portrait|Impressionism|Child in Red Jacket
20907|Kuzma Petrov-Vodkin|1923|design|Symbolism|Costumes and make-up to the tragedy of Pushkin's Boris Godunov 
20908|Vasily Polenov|1874|religious painting|Romanticism|Prodigal Son
20909|Konstantin Korovin|1880|genre painting|Impressionism|A poor shot
20910|Vasily Vereshchagin|1873|portrait|Realism|Chinese
20911|Alexandre Benois|1906.0|genre painting|Art Nouveau (Modern)|Chinese Pavilion. Jealous
20912|Nicolae Vermont|1924.0|genre painting|Impressionism|Thinking
20913|Arkhip Kuindzhi|1882|landscape|Impressionism|View on Moscow from Sparrow Hills
20914|Konstantin Korovin|1912|cityscape|Impressionism|Trading Pier in the Capital City.Sketch of set for C. Pugni`s ballet
20915|Isaac Levitan|1895|landscape|Realism|Volga. Barges.
20916|Vasily Polenov|1900|religious painting|Realism|They Brought the Children 
20917|Edvard Munch|1899.0|genre painting|Expressionism|Man Bathing
20918|Vasily Surikov|1882|sketch and study|Realism|Portraits of Menshikov family
20919|Alfred Sisley|1885|landscape|Impressionism|The Mouth of the Loing at Saint Mammes
20920|Sir Lawrence Alma-Tadema|1883|genre painting|Romanticism|A Street Altar
20921|Ivan Kramskoy|1882|portrait|Realism|Portrait of Barbara Kirillovna Lemokh in childhood 
20922|Ivan Kramskoy|1880|genre painting|Realism|Moonlit Night 
20923|Willard Metcalf|1886|landscape|Impressionism|Monet's Formal Garden
20924|Martiros Saryan|1952|landscape|Realism|Collective farm of village Karindzh in the mountains Tumanyan
20925|Eugene von Guerard|1873.0|landscape|Romanticism|Honeysuckles, Cape Schanck 
20926|Konstantin Somov|1906|symbolic painting|Symbolism|Sleeping Lady with the Devils
20927|Ivan Shishkin|1886.0|landscape|Realism|Landscape with lake
20928|Ilya Repin|1879.0|genre painting|Impressionism|Walk with lanterns
20929|Kuzma Petrov-Vodkin|1923|design|Symbolism|Costume Design for the tragedy of Pushkin's Boris Godunov 
20930|Ilya Repin|1909.0|portrait|Realism|The Self immolation of Gogol
20931|Vasily Polenov|1880|landscape|Realism|Pond
20932|Isaac Levitan|1895|landscape|Realism|Landscape with buildings
20933|Isaac Levitan|1885|landscape|Realism|High waters
20934|Ilya Repin|1885.0|portrait|Realism|The Courtyard of Petrovsky Palace
20935|Arkhip Kuindzhi|1875|landscape|Impressionism|Autumn. Steppe
20936|Maurice Denis|1918|genre painting|Post-Impressionism|The Return of Young Tobie
20937|Paul Signac|1885|cityscape|Impressionism|Paris, Ponton des Bains Bailet
20938|Alfred Sisley|1886|landscape|Impressionism|The Village of Moret, Seen from the Fields
20939|Ivan Kramskoy|1883|portrait|Realism|Peasant with a bridle 
20940|Peter Paul Rubens|1602|sketch and study|Baroque|Portrait of a man
20941|Martiros Saryan|1902|sketch and study|Expressionism|Peasants
20942|Leon Bakst|1912.0|design|Art Nouveau (Modern)|Helene de Sparte set design
20943|Egon Schiele|1911|design|Art Nouveau (Modern)|Design for a postcard
20944|Pyotr Konchalovsky|1946|genre painting|Post-Impressionism|Floor polisher
20945|Gustave Moreau|1875|religious painting|Symbolism|Salome (Entering the Banquet Room)
20946|Gerrit Dou|1660|genre painting|Baroque|Cardplayers at Candlelight
20947|Isaac Levitan|1895|landscape|Realism|Flowery meadow
20948|Ivan Shishkin|1889.0|landscape|Realism|Clearing in the forest
20949|Ivan Shishkin|1885.0|landscape|Realism|Goutweed-grass. Pargolovo
20950|Andrei Ryabushkin|1897|genre painting|Romanticism|Strelets Patrol at Ilyinskie gates in the old Moscow
20951|Ivan Shishkin|1888.0|landscape|Realism|On the Shore of the Gulf of Finland. Udrias Near Narva
20952|Isaac Levitan|1877|landscape|Realism|A path
20953|Fyodor Bronnikov|1869|genre painting|Romanticism|Entering the arena
20954|Isaac Levitan|1890|landscape|Realism|Dull day
20955|Camille Corot|1828|landscape|Realism|The Roman Cammagna, with the Tiber
20956|Lev Lagorio|1850|landscape|Romanticism|Sevastopol aqueduct in the gully Ushakovskaya
20957|Leon Bakst|1908.0|landscape|Art Nouveau (Modern)|An ancient horror
20958|Maxime Maufra|1914|landscape|Post-Impressionism|The village on the river, Bozel
20959|Egon Schiele|1906|landscape|Impressionism|Winding Brook
20960|Natalia Goncharova|1926|design|Art Nouveau (Modern)|Design for final backcloth
20961|Alfred Sisley|1882|landscape|Impressionism|Near the Bank of the Seine at By
20962|Maurice Denis|1899|genre painting|Post-Impressionism|Parisians at the Seaside, Evening
20963|Camille Corot|1870|portrait|Romanticism|The Greek Girl
20964|Charles M. Russell|1898.0|genre painting|Romanticism|Outnumbered 
20965|Raoul Dufy|1952|still life|Post-Impressionism|Homage to Claude Debussy
20966|Ivan Shishkin|1893.0|landscape|Realism|Flowers on the forest edge
20967|Isaac Levitan|1889|landscape|Realism|Plyos
20968|Konstantin Somov|1896|genre painting|Art Nouveau (Modern)|Two Ladies on the Terrace
20969|Aleksey Savrasov|1870|genre painting|Realism|Feminine strap
20970|Konstantin Bogaevsky|1935|landscape|Realism|View of Sudak
20971|Isaac Levitan|1884|landscape|Realism|Entrance to the village
20972|Isaac Levitan|1893|sketch and study|Realism|Aft part of barge
20973|Nicholas Roerich|1932|landscape|Symbolism|Vyas Kund
20974|Thomas Eakins|1908|nude painting (nu)|Realism|Standing Female Nude
20975|Ernst Ludwig Kirchner|1928|nude painting (nu)|Expressionism|Three Nudes in the Forest
20976|Rembrandt|1644|genre painting|Baroque|The Spanish Gypsy
20977|Charles M. Russell|1895.0|genre painting|Romanticism|Watching the Settlers 
20978|Camille Corot|1834|landscape|Realism|Voltarra the Citadel
20979|Theophile Steinlen|1902.0|illustration|Art Nouveau (Modern)|Sur Le Seuil 
20980|Ivan Kramskoy|1887|portrait|Realism|Portrait of Dr. Karl A. Rauhfus 
20981|John Ruskin|1872.0|sketch and study|Romanticism|St. George and the Dragon 
20982|Cuno Amiet|1932.0|landscape|Post-Impressionism|Thunderstormy Sky
20983|Ilya Repin|1903.0|religious painting|Realism|Last Supper
20984|Zinaida Serebriakova|1924|genre painting|Art Nouveau (Modern)|Ballet washroom
20985|Konstantin Korovin|1889|landscape|Impressionism|Hollyhocks in the Saratov region 
20986|Ivan Shishkin|1891.0|landscape|Realism|Summer Day
20987|Kuzma Petrov-Vodkin|1923|design|Symbolism|Costume design for Archer to the tragedy of Pushkin's Boris Godunov 
20988|Aleksey Savrasov|1868|landscape|Realism|Waterfall
20989|Rudolf Schweitzer-Cumpana|1929.0|genre painting|Impressionism|Reeler
20990|William Merritt Chase|1883|genre painting|Impressionism|Arab Encampment
20991|James Webb |1879.0|cityscape|Romanticism|Paris 
20992|Pierre Bonnard|1899|genre painting|Post-Impressionism|Children Playing in a Garden
20993|Maurice de Vlaminck|1912|cityscape|Post-Impressionism|View of a Village with Red Roofs
20994|Nicholas Roerich|1912|sketch and study|Art Nouveau (Modern)|Forest
20995|Edouard Vuillard|1901|still life|Post-Impressionism|Anemones in a Chinese
20996|Zinaida Serebriakova|1910|portrait|Art Nouveau (Modern)|Portrait of a Peasant Woman 
20997|John Henry Twachtman|1900|landscape|Impressionism|The White Bridge
20998|Nicholas Roerich|1901|genre painting|Realism|Idols
20999|Grant Wood|1919.0|landscape|Impressionism|The Landscape of Autumn 
21000|Peder Severin Kroyer|1884.0|genre painting|Impressionism|A Summer's Day at Skagen South Beach
21001|Isaac Levitan|1899|landscape|Realism|Early spring
21002|Ivan Shishkin|1887.0|landscape|Realism|Wind Fallen Trees
21003|Andrei Ryabushkin|1891|genre painting|Realism|Tavern
21004|Konstantin Makovsky|1885|portrait|Romanticism|Portrait of an Unknown
21005|Camille Corot|1830|cityscape|Realism|The Inn at Montigny les Cormeilles
21006|David Johnson|1877.0|landscape|Romanticism|Study for Shark River 
21007|Peter Paul Rubens|1622|portrait|Baroque|Portrait of Marie de Medici
21008|William Merritt Chase|1886|landscape|Impressionism|Prospect Park, aka Croquet Lawn Prospect Park
21009|Felix Vallotton |1898|portrait|Art Nouveau (Modern)|Portrait of French writer Rachilde 
21010|Ilya Repin|1871.0|religious painting|Realism|Raising of Jairus Daughter
21011|Camille Corot|1850|landscape|Realism|Fishing with Nets
21012|Camille Corot|1822|landscape|Realism|Boid Guillaumi, near Rouen A Gate Flanked by Two Posts
21013|Theo van Doesburg|1916|portrait|Expressionism|Portrait of A. J. J. de Winter
21014|Eugene Boudin|1895|landscape|Impressionism|A Squall from Northwest
21015|Odilon Redon|1896|religious painting|Symbolism|Anthony: Help me, O my God! (plate 2)
21016|Gustave Caillebotte|1882|still life|Impressionism|Calf in a Butcher Shop
21017|Diego Velazquez|1635|portrait|Baroque|A Young Lady
21018|Egon Schiele|1910|sketch and study|Expressionism|Clothed Woman, Reclining
21019|Robert Julian Onderdonk|1918.0|landscape|Impressionism|Road to the Hills
21020|Ivan Shishkin|1874.0|landscape|Realism|Village
21021|Isaac Levitan|1886|landscape|Impressionism|Autumn forest
21022|Vasily Polenov|1881|sketch and study|Realism|Types of people on Lake Tiberias
21023|Arkhip Kuindzhi|1873|landscape|Realism|On a Valaam Island
21024|Kuzma Petrov-Vodkin|1915|landscape|Symbolism|Krasulin 
21025|Berthe Morisot|1891|genre painting|Impressionism|Young Woman in a Rowboat, Eventail
21026|Salvador Dali|1925|portrait|Post-Impressionism|Seated Monk
21027|Grant Wood|1919.0|landscape|Impressionism|Old Stone and barn 
21028|Martiros Saryan|1916|still life|Expressionism|Peonies
21029|Julius LeBlanc Stewart|1892|portrait|Realism|Portrait of a Lady
21030|Eugene Boudin|1871|genre painting|Impressionism|The Beach at Trouville
21031|Camille Corot|1860|landscape|Realism|The Bridge at Grez sur Loing
21032|Ernst Ludwig Kirchner|1922|portrait|Expressionism|Walking Man in the Meadow
21033|Max Liebermann|1904|genre painting|Impressionism|On the Way to School in Edam
21034|Eugene Boudin|1875|landscape|Impressionism|The Port of Trouville
21035|Giovanni Boldini|1894|portrait|Impressionism|Portrait of the Countess de Martel de Janville, known as Gyp (1850-1932) 
21036|Camille Corot|1834|cityscape|Realism|Trinita dei Monti from the Villa Medici
21037|Theophile Steinlen|1891.0|illustration|Art Nouveau (Modern)|L'Affichage Celeste 
21038|William-Adolphe Bouguereau|1894|mythological painting|Realism|Cupid with Thorn
21039|Anthony van Dyck|1620|religious painting|Baroque|The Lamentation
21040|Maurice Prendergast|1907|landscape|Post-Impressionism|Figures on the Beach
21041|Thomas Cole|1837|cityscape|Romanticism|View of Florence from San Miniato
21042|Aleksey Savrasov|1860|landscape|Realism|Landscape with boat
21043|Vasily Polenov|1876|sketch and study|Realism|Montenegrin 
21044|Ivan Shishkin|1865.0|landscape|Realism|In the Grove
21045|Vladimir Makovsky|1883|genre painting|Realism|At the village school
21046|Giovanni Boldini|1898|portrait|Realism|Madame Georges Hugo and her son Jean 
21047|Rembrandt|1634|sketch and study|Baroque|Susanna und die beiden Alten
21048|Anthony van Dyck|1625|portrait|Baroque|Portrait of a Member of the Balbi Family
21049|James Webb |1894.0|cityscape|Romanticism|Constantinople 
21050|Mary Cassatt|1901|genre painting|Impressionism|Jules Standing by His Mother
21051|Nicholas Roerich|1915|landscape|Symbolism|Landscape 
21052|Salvador Dali|1918|still life|Realism|Still Life
21053|Frantisek Kupka|1910|portrait|Art Nouveau (Modern)|The Gallien girl
21054|Henri Fantin-Latour|1862|still life|Realism|Plate of Peaches
21055|Albert Anker|1861.0|genre painting|Realism|Sunday afternoon
21056|Willard Metcalf|1887|genre painting|Impressionism|Pottery Shop at Tunis
21057|Luca Giordano|1683.0|mythological painting|Baroque|The Rape of Helen
21058|Ivan Kramskoy|1882|religious painting|Realism|Laughter (Hail, king of Judah) 
21059|Eugene Boudin|1875|genre painting|Impressionism|Trouville, Beach Scene
21060|Thomas Hill|1890.0|landscape|Romanticism|Sir Donald Peak and Selkirk Glacier, Canada 
21061|Ilya Repin|1879.0|landscape|Realism|Peasant Yard
21062|Egon Schiele|1907|landscape|Impressionism|Trees Mirrored in a Pond
21063|Zinaida Serebriakova|1914|landscape|Symbolism|In the mountains. Switzerland 
21064|Arturo Souto|1937.0|genre painting|Expressionism|Refugees
21065|Isaac Levitan|1881|landscape|Realism|Sheaves and a Village Beyond the River
21066|Nicholas Roerich|1932|landscape|Symbolism|Royal monastery
21067|Martiros Saryan|1909|genre painting|Expressionism|To the spring
21068|George Romney|1782.0|portrait|Romanticism|Lady Hamilton as Circe 
21069|James Ward |1810.0|genre painting|Romanticism|The Swineherd 
21070|Peder Severin Kroyer|1879.0|genre painting|Realism|Women of Concarneau
21071|Vasily Surikov|1882|sketch and study|Realism|Menshikov's head in profile
21072|Gustave Loiseau|1920|landscape|Post-Impressionism|The Pont Henri IV Notre Dame de Paris in the Snow
21073|William James Glackens|1914|genre painting|Impressionism|From Under Willows
21074|Rembrandt|1641|portrait|Baroque|A Man Playing Cards
21075|Thomas Hill|1869.0|landscape|Romanticism|Rocky Mountains 
21076|Maurice Denis|1919|genre painting|Post-Impressionism|Afternoon in the Woods
21077|William Merritt Chase|1881|genre painting|Impressionism|Dancing Girl
21078|Paul Signac|1885|landscape|Impressionism|Saint Briac, the marker Le Cheval
21079|Grant Wood|1926.0|still life|Post-Impressionism|Old shoes 
21080|Camille Corot|1835|cityscape|Realism|Geneva View of Part of the City
21081|Ilya Repin|1887.0|portrait|Realism|Portrait of the Composer Alexander Glazunov
21082|Konstantin Bogaevsky|1922|landscape|Symbolism|Stars
21083|John Atkinson Grimshaw|1884|cityscape|Impressionism|Humber Docks, Hull
21084|Ilya Repin|1883.0|genre painting|Realism|Female figure in a landscape
21085|Nikolay Bogdanov-Belsky|1904|portrait|Realism|Portrait of A.Gorchakov
21086|Ivan Shishkin|1866.0|landscape|Realism|Trees in the field. Bratsevo
21087|Mikhail Vrubel|1884|religious painting|Symbolism|Virgin and Child
21088|Thomas Cole|1844|sketch and study|Romanticism|Frenchman's Bay, Mt. Desert Island
21089|James Webb |1877.0|landscape|Romanticism|Stahleck Castle on the Rhine
21090|Victor Borisov-Musatov|1902|genre painting|Symbolism|The Pool
21091|Thomas Hill|1869.0|landscape|Romanticism|Piute Indian family in Yosemite Valley 
21092|Eugene Boudin|1869|genre painting|Impressionism|Trouville
21093|Nicholas Roerich|1941|landscape|Symbolism|Himalayas
21094|Lucian Freud|1958|portrait|Expressionism|A Young Painter
21095|Lucian Freud|1987|nude painting (nu)|Expressionism|Naked Man on a Bed
21096|Henri Matisse|1903|genre painting|Impressionism|Woman Reading in a Garden
21097|Eugene Boudin|1870|genre painting|Impressionism|Women Fishing for Shrimp at Kerhor
21098|Jean-Baptiste-Simeon Chardin|1728|still life|Baroque|The Silver Tureen
21099|Vladimir Makovsky|1899|genre painting|Realism|Fisher. Finland.
21100|Thomas Lawrence|1821.0|portrait|Romanticism|George III 
21101|Isaac Levitan|1889|landscape|Realism|Evening. Golden Plyos.
21102|Ivan Shishkin|1886.0|landscape|Realism|Oaks
21103|Valentin Serov|1911.0|sketch and study|Impressionism|Sketch for a portrait of P.I. Scherbatova
21104|Aleksey Savrasov|1860|landscape|Realism|Sea
21105|Francesco Guardi|1763|cityscape|Baroque|Campo Santi Giovanni e Paolo
21106|James Webb |1877.0|landscape|Romanticism|A Bit of Sussex 
21107|Vasily Polenov|1874|religious painting|Romanticism|Prodigal Son
21108|Joseph Wright|1771|genre painting|Romanticism|The Alchemist Discovering Phosphorus or The Alchemist in Search of the Philosophers Stone
21109|Marc Chagall|1914|genre painting|Expressionism|On the stretcher  (wounded soldier)
21110|Camille Corot|1835|landscape|Realism|Quarry of the Chaise Mre at Fontainebleau
21111|T. C. Steele|1894|cityscape|Impressionism|Street Scene with Carriage
21112|Frantisek Kupka|1905|mythological painting|Expressionism|Prometheus in chains
21113|Rembrandt|1635|portrait|Baroque|Saskia van Uylenburgh in Arcadian Costume
21114|Maurice Prendergast|1894|genre painting|Impressionism|A Street in Rouen
21115|Thomas Hill|1891.0|landscape|Romanticism|Lone Fisherman in Yosemite 
21116|Karl Bryullov|1832|sketch and study|Romanticism|Portrait of a Young Woman Embroidering
21117|Raphael Kirchner|1901.0|design|Art Nouveau (Modern)|Art Bronzes
21118|Thomas Cole|1848|genre painting|Romanticism|The Good Shepherd
21119|Lev Lagorio|1886|landscape|Romanticism|Moonlit night by the sea
21120|Ivan Shishkin|1884.0|landscape|Realism|Sestroreck
21121|Peter Paul Rubens|1607|religious painting|Baroque|Saint Gregory with Saints Domitilla, Maurus, and Papianus
21122|Ivan Shishkin|1890.0|landscape|Realism|Beach
21123|Valentin Serov|1908.0|sketch and study|Realism|Portrait of N.Z. Rappoport
21124|Ilya Repin|1871.0|religious painting|Realism|Raising of Jairus Daughter
21125|Isaac Levitan|1886|landscape|Realism|Tatarian cemetery. Crimea.
21126|Grant Wood|1920.0|cityscape|Impressionism|Conduit 
21127|Salvador Dali|1923|landscape|Expressionism|Figures in a Landscape at Ampurdan
21128|Grant Wood|1920.0|cityscape|Impressionism|Street 
21129|Ilya Repin|1880.0|landscape|Realism|Alley in the park Kachanovka
21130|James McNeill Whistler|1894|portrait|Symbolism|Grey and Pink, a Draped Model with Fan
21131|William Merritt Chase|1885|landscape|Impressionism|In the Garden (aka A Squatter's Hut, Flatbush or The Old Garden)
21132|Alfred Sisley|1886|landscape|Impressionism|The Loing at Moret
21133|Paul Klee|1920|genre painting|Expressionism|Bad band
21134|John Henry Twachtman|1894|landscape|Impressionism|Reflections
21135|Victor Borisov-Musatov|1904|genre painting|Art Nouveau (Modern)|Autumn Evening (sketch for a panel)
21136|Jules Breton|1873.0|genre painting|Realism|Setting out for the Fields 
21137|Diego Velazquez|1640|portrait|Baroque|A Buffoon (incorrectly called Antonio The Englishman)
21138|Ferdinand Hodler|1911|landscape|Art Nouveau (Modern)|The Lake
21139|Ivan Shishkin|1898.0|landscape|Realism|Woods behind the fence
21140|Aleksey Savrasov|1870|landscape|Realism|Volga
21141|Martiros Saryan|1910|portrait|Expressionism|Persian woman
21142|Isaac Levitan|1889|landscape|Realism|Barges. The Volga.
21143|Odilon Redon|1912|mythological painting|Symbolism|Andromeda
21144|Maurice Prendergast|1897|genre painting|Impressionism|The Breezy Common
21145|Bartolome Esteban Murillo|1675|religious painting|Baroque|Mary and Child with Angels Playing Music
21146|Maurice Prendergast|1897|genre painting|Post-Impressionism|The Stony Beach, Ogunquit
21147|Victor Borisov-Musatov|1903|genre painting|Post-Impressionism|Lady in a Garden
21148|Pyotr Konchalovsky|1953|still life|Realism|Still Life. White partridge.
21149|Ivan Kramskoy|1887|genre painting|Realism|Children in the forest
21150|Julian Alden Weir|1891|landscape|Impressionism|Midday
21151|Rembrandt|1661|portrait|Baroque|Portrait of Margeretha de Geer
21152|Martiros Saryan|1923|sketch and study|Expressionism|Yerevan
21153|Theophile Steinlen|1890.0|illustration|Art Nouveau (Modern)|Aux Arts Liberaux
21154|John Bratby|1970.0|still life|Expressionism|Amaryllis 
21155|Augustus John|1915.0|portrait|Post-Impressionism|A Boy
21156|Rembrandt|1669|religious painting|Baroque|Simon with Jesus
21157|Isaac Levitan|1895|landscape|Realism|Volga. A Calm Day
21158|Ivan Shishkin|1872.0|landscape|Realism|Coppice (Noon)
21159|Konstantin Bogaevsky|1905|landscape|Symbolism|Koktebel. House of Maximilian Voloshin.
21160|Konstantin Makovsky|1879|portrait|Romanticism|Portrait of the Young Lady with Green Dress
21161|Camille Corot|1857|religious painting|Romanticism|The Destruction of Sodom
21162|Paul Gauguin|1897|nude painting (nu)|Post-Impressionism|Nevermore
21163|Ivan Kramskoy|1879|portrait|Realism|Portrait of singer Elizabeth Andreevny Lavrovsky, on stage at the Assembly of Nobility 
21164|Peter Paul Rubens|1632|portrait|Baroque|Hagar in the Desert
21165|Felix Vallotton |1896|portrait|Art Nouveau (Modern)|Portrait of Belgian poet Émile Verhaeren 
21166|William James Glackens|1919|genre painting|Impressionism|The Hammock
21167|Charles M. Russell|1898.0|genre painting|Romanticism|Start of Roundup 
21168|Rembrandt|1646|religious painting|Baroque|Adoration of the Shepherds
21169|Rembrandt|1641|sketch and study|Baroque|Virgin and child in the clouds
